Indikator,Ausprägung,Jahr,Raumbezug,Indikatorwert,Basiswert 1,Basiswert 2,Name Basiswert 1,Name Basiswert 2
Arbeitslose - Anteil,deutsch,2022,04 Schwabing - West,"1,9",700,35958,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,05 Au - Haidhausen,"2,3",790.5,34072.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,06 Sendling,"2,7",576.3,21279,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,07 Sendling - Westpark,"2,6",705.3,27645,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,08 Schwanthalerhöhe,"2,6",383.3,14467.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,09 Neuhausen - Nymphenburg,"2,2",1104.5,49708.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,10 Moosach,"2,9",670.5,23153.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,11 Milbertshofen - Am Hart,"3,4",953,28321.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,12 Schwabing - Freimann,"2,6",907.8,35596.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,13 Bogenhausen,2,846,42317.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,14 Berg am Laim,"3,2",642.8,19809,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,15 Trudering - Riem,"2,3",833.3,36521.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,16 Ramersdorf - Perlach,"3,4",1544.8,45785.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,17 Obergiesing - Fasangarten,"2,6",646.3,25093.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,18 Untergiesing - Harlaching,"2,6",685.8,26469.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"2,4",1045,43151,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,20 Hadern,"2,4",511.5,21054.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,21 Pasing - Obermenzing,"2,3",837,36988.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,22 Aubing - Lochhausen - Langwied,"2,7",576.5,21684,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,23 Allach - Untermenzing,"2,2",357,16285.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,24 Feldmoching - Hasenbergl,"3,1",769.8,24945.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2022,25 Laim,"2,7",706.8,25959.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,Stadt München,3,21915,726341.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,01 Altstadt - Lehel,"2,2",246.3,10967.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,02 Ludwigsvorstadt - Isarvorstadt,3,855,28163.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,03 Maxvorstadt,"2,4",707.8,29349.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,04 Schwabing - West,"2,3",841.3,36174.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,05 Au - Haidhausen,"2,6",895.8,33868.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,06 Sendling,"3,2",677.8,21330.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,07 Sendling - Westpark,"3,1",849.3,27667.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,08 Schwanthalerhöhe,"3,4",499.3,14537.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,09 Neuhausen - Nymphenburg,"2,6",1300.5,50049.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,10 Moosach,"3,5",809,23408,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,11 Milbertshofen - Am Hart,"3,9",1115.5,28545,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,12 Schwabing - Freimann,3,1091.5,36104.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,13 Bogenhausen,"2,4",1031,42578.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,14 Berg am Laim,"3,9",781.5,20005.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,15 Trudering - Riem,"2,7",988.5,36444,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,16 Ramersdorf - Perlach,4,1823.3,45994.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,17 Obergiesing - Fasangarten,"2,9",746.5,25319.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,18 Untergiesing - Harlaching,"2,9",755.3,26423.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,3,1284,43344.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,20 Hadern,"2,8",588.5,21109,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,21 Pasing - Obermenzing,"2,7",1000.8,36696.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,22 Aubing - Lochhausen - Langwied,"3,3",686.3,21108.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,23 Allach - Untermenzing,"2,4",389.3,16030.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,24 Feldmoching - Hasenbergl,"3,6",898.8,25008,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2021,25 Laim,"3,2",827,26113.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,Stadt München,"3,1",22719.5,728059.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,01 Altstadt - Lehel,"2,5",277,11033.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,02 Ludwigsvorstadt - Isarvorstadt,"3,3",947,28295.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,03 Maxvorstadt,"2,8",811,29489.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,04 Schwabing - West,"2,6",935.5,36531.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,05 Au - Haidhausen,"3,1",1037,33684.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,06 Sendling,"3,5",755.3,21450,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,07 Sendling - Westpark,"3,2",873.8,27706.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,08 Schwanthalerhöhe,"3,4",495.3,14613.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,09 Neuhausen - Nymphenburg,"2,8",1393.8,50512.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,10 Moosach,"3,4",791.3,23540,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,11 Milbertshofen - Am Hart,"3,7",1076.3,28992.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,12 Schwabing - Freimann,3,1107.5,36807.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,13 Bogenhausen,"2,6",1106,42321,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,14 Berg am Laim,"3,9",782.3,20254.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,15 Trudering - Riem,"2,8",997,35867,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,16 Ramersdorf - Perlach,4,1855.3,46279.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,17 Obergiesing - Fasangarten,"3,1",794.5,25596.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,18 Untergiesing - Harlaching,3,806.3,26473.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,3,1297.3,43063,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,20 Hadern,"2,8",599.8,21318.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,21 Pasing - Obermenzing,"2,8",1013.5,36309,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,22 Aubing - Lochhausen - Langwied,"3,2",650,20577,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,23 Allach - Untermenzing,"2,3",371.5,15838,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,24 Feldmoching - Hasenbergl,"3,6",892.5,25030.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2020,25 Laim,"3,2",835.3,26477.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,Stadt München,"2,3",16772.5,725699,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,01 Altstadt - Lehel,"1,9",205,10957.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,02 Ludwigsvorstadt - Isarvorstadt,"2,3",651.3,28287.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,03 Maxvorstadt,2,603.8,29517,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,04 Schwabing - West,"1,9",705.3,36533.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,05 Au - Haidhausen,2,682.3,33457.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,06 Sendling,"2,5",541.8,21550.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,07 Sendling - Westpark,"2,3",630.8,27600,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,08 Schwanthalerhöhe,"2,5",364.5,14535,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,09 Neuhausen - Nymphenburg,2,991.3,50469.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,10 Moosach,"2,6",605.5,23576.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,11 Milbertshofen - Am Hart,"2,9",836,29025,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,12 Schwabing - Freimann,"2,3",836.5,36958,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,13 Bogenhausen,"1,8",762,41619.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,14 Berg am Laim,"3,1",617.3,20208.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,15 Trudering - Riem,"2,2",772,35607.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,16 Ramersdorf - Perlach,"3,1",1424.8,45998.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,17 Obergiesing - Fasangarten,"2,4",612.5,25694,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,18 Untergiesing - Harlaching,"2,3",599.5,26320.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"2,2",936.8,42707.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,20 Hadern,"2,1",451.5,21416.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,21 Pasing - Obermenzing,"2,1",736.3,35868,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,22 Aubing - Lochhausen - Langwied,"2,4",479.3,20313.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,23 Allach - Untermenzing,"1,6",259.3,15864.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,24 Feldmoching - Hasenbergl,"2,8",688.3,25015.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2019,25 Laim,"2,3",606.5,26597.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,Stadt München,"2,4",17671,721293.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,01 Altstadt - Lehel,2,212.5,10885,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,02 Ludwigsvorstadt - Isarvorstadt,"2,5",714.8,28099,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,03 Maxvorstadt,"2,1",604.3,29346.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,04 Schwabing - West,2,736.8,36447.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,05 Au - Haidhausen,"2,1",709.5,33212.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,06 Sendling,"2,7",591.8,21566.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,07 Sendling - Westpark,"2,5",689.3,27494,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,08 Schwanthalerhöhe,"2,6",368.8,14369,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,09 Neuhausen - Nymphenburg,"2,1",1035.3,50159.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,10 Moosach,"2,8",666.8,23499,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,11 Milbertshofen - Am Hart,"3,2",931,28687.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,12 Schwabing - Freimann,"2,3",841.5,36804.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,13 Bogenhausen,"1,9",795.5,40953,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,14 Berg am Laim,"3,3",660,20003.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,15 Trudering - Riem,"2,3",804.3,35314.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,16 Ramersdorf - Perlach,"3,2",1476.8,45638,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,17 Obergiesing - Fasangarten,"2,6",668.5,25603,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,18 Untergiesing - Harlaching,"2,4",627.5,26317,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,"2,3",976,42467.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,20 Hadern,"2,3",495.5,21506.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,21 Pasing - Obermenzing,"2,1",745.3,35709,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,22 Aubing - Lochhausen - Langwied,"2,4",487.5,20078.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,23 Allach - Untermenzing,"1,7",270.3,15587,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,24 Feldmoching - Hasenbergl,3,752.5,24933.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2018,25 Laim,"2,5",666.3,26612.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,Stadt München,"2,6",19087.3,721872.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,01 Altstadt - Lehel,"1,8",199,10889,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,02 Ludwigsvorstadt - Isarvorstadt,"2,6",730.3,28197,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,03 Maxvorstadt,"2,1",618.8,29626.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,04 Schwabing - West,"2,1",767.3,36618.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,05 Au - Haidhausen,"2,4",789,33271.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,06 Sendling,"2,9",625,21465.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,07 Sendling - Westpark,"2,7",744.8,27564.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,08 Schwanthalerhöhe,"2,7",393.8,14349.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,09 Neuhausen - Nymphenburg,"2,3",1135.8,50281.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,10 Moosach,"3,3",768.5,23555.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,11 Milbertshofen - Am Hart,"3,8",1088.8,28935.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,12 Schwabing - Freimann,"2,4",878.8,36559.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
Arbeitslose - Anteil,deutsch,2017,13 Bogenhausen,2,829.8,40746.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
